Net,Sta,Lat,Lon,Elev,Start,End
YP,CT51,44.7135 N,5.4318 E,619,2012,2013
YP,CT52,45.0359 N,6.4000 E,2159,2012,2013
YP,CT53,45.2215 N,6.7900 E,1537,2012,2013
YP,CT54,45.3604 N,7.3447 E,898,2012,2013
YP,CT55,45.5002 N,7.9002 E,375,2012,2013
YP,CT56,45.5781 N,8.5137 E,270,2012,2013
YP,RO06,38.1632 N,20.5056 E,150,2014,2014
YP,RO07,38.1511 N,20.5313 E,150,2014,2014
YP,RO08,38.1641 N,20.5062 E,27,2014,2015
YR,ALE,9.4214 N,42.0347 E,2026,2000,2002
YR,DSS,11.1180 N,39.6351 E,2551,1999,2002
YR,GDR,12.5590 N,37.4540 E,2103,2000,2002
YR,SAY,15.3548 N,44.1999 E,2251,1999,2002
YR,YAF,13.8711 N,45.2497 E,2274,2001,2002
YT,101,38.8840 N,77.5370 E,1133,2001,2001
YT,102,38.1420 N,77.2930 E,1236,2001,2001
YT,103,38.0370 N,77.3400 E,1246,2001,2001
YT,104,37.8450 N,77.4590 E,1342,2001,2001
YT,105,37.6616 N,77.4000 E,1607,2001,2001
YT,106,37.5701 N,77.3117 E,1729,2001,2001
YT,107,37.4216 N,77.2291 E,1939,2001,2001
YT,108,37.3241 N,77.1509 E,2090,2001,2001
YT,109,37.2227 N,77.0738 E,2434,2001,2001
YT,110,37.1073 N,77.0087 E,2701,2001,2001
YT,111,36.9990 N,76.9620 E,2611,2001,2001
YT,112,36.8440 N,76.9812 E,2952,2001,2001
YT,113,36.7733 N,77.0190 E,3127,2001,2001
YT,114,36.6361 N,77.1379 E,4029,2001,2001
YT,115,36.5541 N,77.0758 E,4644,2001,2001
YT,116,36.4402 N,77.0060 E,3753,2001,2001
YT,117,36.3988 N,76.8050 E,3599,2001,2001
YT,118,36.4675 N,77.2483 E,3998,2001,2001
YT,119,36.4424 N,77.3262 E,4021,2001,2001
YT,120,36.4111 N,77.4986 E,4221,2001,2001
YT,122,36.2115 N,78.7827 E,3978,2001,2001
YT,123,36.0816 N,79.0404 E,4185,2001,2001
YT,124,35.9799 N,79.1913 E,4226,2001,2001
YT,125,35.9110 N,79.3192 E,4536,2001,2001
YT,126,35.8260 N,79.4204 E,4945,2001,2001
YT,127,35.7100 N,79.4610 E,5007,2001,2001
YT,128,34.6250 N,80.3250 E,5101,2001,2001
YT,129,33.7337 N,80.3855 E,4506,2001,2001
YT,130,33.5965 N,80.3220 E,4515,2001,2001
YT,131,33.5692 N,80.1267 E,4385,2001,2001
YT,132,33.4769 N,79.8967 E,4321,2001,2001
YT,133,33.3996 N,79.7304 E,4289,2001,2001
YT,134,33.2522 N,79.7520 E,4345,2001,2001
YT,135,33.1218 N,79.8397 E,4337,2001,2001
YT,136,33.0491 N,79.8286 E,4420,2001,2001
YT,137,32.9300 N,79.8050 E,4431,2001,2001
YT,138,32.7697 N,79.7969 E,4612,2001,2001
YT,139,32.7260 N,79.8670 E,4825,2001,2001
YT,140,32.6119 N,80.0014 E,4538,2001,2001
YT,141,32.4888 N,80.0898 E,4251,2001,2001
YT,197,35.3505 N,79.5218 E,4821,2001,2001
YT,198,35.5132 N,79.5281 E,4896,2001,2001
YT,199,33.9570 N,80.4780 E,4675,2001,2001
YT,200,37.5692 N,78.2442 E,1437,2001,2001
YT,201,37.1602 N,79.8803 E,1345,2001,2001
YT,203,37.0610 N,79.9620 E,1354,2001,2001
YT,204,36.9480 N,79.9110 E,1467,2001,2001
YT,205,36.8090 N,79.9250 E,1590,2001,2001
YT,206,36.7350 N,79.9290 E,1672,2001,2001
YT,207,36.6120 N,79.8710 E,1855,2001,2001
YT,208,36.4780 N,79.9490 E,2195,2001,2001
YT,209,36.4170 N,79.9840 E,2391,2001,2001
YT,210,36.3100 N,79.9180 E,2764,2001,2001
YT,AKTA,50.3129 N,87.5934 E,1288,2003,2003
YT,ALTA,44.7019 N,100.3330 E,1575,2003,2003
YT,ARSH,51.9185 N,102.4230 E,907,2003,2003
YT,BADR,49.6086 N,102.0050 E,1282,2003,2003
YT,BAYN,48.4356 N,101.2940 E,1550,2003,2003
YT,BUGA,47.9143 N,101.2880 E,2295,2003,2003
YT,BUMB,46.1343 N,100.8070 E,1854,2003,2003
YT,CHIK,47.8595 N,90.5692 E,2000,2003,2003
YT,DALA,45.0094 N,100.4700 E,1827,2003,2003
YT,DALY,50.9583 N,102.9130 E,1350,2003,2003
YT,DAYN,48.2746 N,88.8879 E,2193,2003,2003
YT,DLY2,50.9111 N,102.8950 E,1256,2003,2003
YT,HURE,50.1123 N,101.5730 E,900,2003,2003
YT,KAGA,49.9833 N,88.6397 E,1713,2003,2003
YT,KAIT,52.8070 N,103.1920 E,382,2003,2003
YT,KHOH,49.3144 N,88.3539 E,2404,2003,2003
YT,KIRN,51.8202 N,102.1350 E,721,2003,2003
YT,KURA,50.2116 N,87.9334 E,1452,2003,2003
YT,OKTB,52.4083 N,102.9830 E,532,2003,2003
YT,OVGO,46.6034 N,100.9350 E,2295,2003,2003
YT,SHA2,50.5056 N,103.0170 E,1116,2003,2003
YT,SHAR,49.1322 N,101.4240 E,1416,2003,2003
YT,TORI,51.8110 N,103.0780 E,642,2003,2003
YT,TSET,47.4823 N,101.4470 E,1747,2003,2003
YT,TUSG,47.0692 N,100.9530 E,2153,2003,2003
YT,UULA,45.7126 N,100.7270 E,1593,2003,2003
YU,A001,35.4127 N,23.7465 E,756,1997,1997
YU,A002,35.3129 N,23.8049 E,548,1997,1997
YU,A003,35.2751 N,23.6265 E,596,1997,1997
YU,A004,35.3806 N,23.5807 E,528,1997,1997
YU,A005,35.4535 N,23.6655 E,288,1997,1997
YU,A006,35.3609 N,23.7025 E,524,1997,1997
YU,A007,35.5146 N,23.9264 E,48,1997,1997
YU,A008,35.5033 N,23.9774 E,40,1997,1997
YU,A009,35.4725 N,23.9320 E,54,1997,1997
YU,A01,35.4131 N,23.7459 E,756,1996,1996
YU,A010,35.3744 N,23.8435 E,481,1997,1997
YU,A011,35.3470 N,23.8269 E,650,1997,1997
YU,A012,35.4110 N,23.9278 E,306,1997,1997
YU,A013,35.3459 N,23.8992 E,984,1997,1997
YU,A014,35.4189 N,23.8490 E,232,1997,1997
YU,A015,35.3092 N,23.9169 E,1167,1997,1997
YU,A016,35.4667 N,23.7994 E,115,1997,1997
YU,A017,35.4002 N,23.7799 E,370,1997,1997
YU,A018,35.3270 N,23.7415 E,434,1997,1997
YU,A019,35.4702 N,23.8570 E,122,1997,1997
YU,A02,35.3148 N,23.8058 E,548,1996,1996
YU,A020,35.4736 N,23.7507 E,196,1997,1997
YU,A021,35.4956 N,23.7195 E,20,1997,1997
YU,A022,35.4811 N,23.6766 E,125,1997,1997
YU,A023,35.4740 N,23.5999 E,213,1997,1997
YU,A024,35.5013 N,23.6054 E,112,1997,1997
YU,A025,35.2493 N,23.8100 E,11,1997,1997
YU,A026,35.2895 N,23.7548 E,710,1997,1997
YU,A027,35.5427 N,23.7792 E,10,1997,1997
YU,A028,35.4061 N,23.6829 E,255,1997,1997
YU,A029,35.3733 N,23.6329 E,581,1997,1997
YU,A03,35.2778 N,23.6260 E,596,1996,1996
YU,A03,35.2779 N,23.6260 E,596,1996,1996
YU,A030,35.3596 N,23.5928 E,316,1997,1997
YU,A031,35.3082 N,23.5401 E,72,1997,1997
YU,A032,35.4168 N,23.6427 E,510,1997,1997
YU,A033,35.4163 N,23.5711 E,45,1997,1997
YU,A034,35.3324 N,23.6491 E,564,1997,1997
YU,A035,35.5304 N,24.0701 E,124,1997,1997
YU,A035,35.5335 N,24.0711 E,124,1997,1997
YU,A036,35.3777 N,23.7315 E,563,1997,1997
YU,A037,35.5590 N,23.7539 E,230,1997,1997
YU,A038,35.5131 N,23.8251 E,71,1997,1997
YU,A039,35.2880 N,24.1766 E,756,1997,1997
YU,A04,35.3819 N,23.5810 E,528,1996,1996
YU,A040,35.2845 N,23.8110 E,185,1997,1997
YU,A041,35.2296 N,23.6797 E,1,1997,1997
YU,A042,35.2410 N,23.6063 E,37,1997,1997
YU,A043,35.2311 N,24.0205 E,767,1997,1997
YU,A044,35.1976 N,24.1491 E,57,1997,1997
YU,A045,35.4075 N,24.2001 E,186,1997,1997
YU,A046,35.2847 N,23.7021 E,430,1997,1997
YU,A047,35.5391 N,24.1554 E,144,1997,1997
YU,A05,35.4547 N,23.6667 E,288,1996,1996
YU,A06,35.3622 N,23.7031 E,524,1996,1996
YU,A110,35.4109 N,23.7447 E,735,1996,1996
YU,A110,35.4157 N,23.7452 E,715,1996,1996
YU,A120,35.4127 N,23.7488 E,722,1996,1996
YU,A130,35.4157 N,23.7452 E,715,1996,1996
YU,A130,35.4109 N,23.7447 E,735,1996,1996
YU,A210,35.3158 N,23.8032 E,519,1996,1996
YU,A210,35.3159 N,23.8032 E,523,1996,1996
YU,A220,35.3165 N,23.8076 E,521,1996,1996
YU,A230,35.3124 N,23.8062 E,503,1996,1996
YU,A310,35.2796 N,23.6244 E,559,1996,1996
YU,A320,35.2782 N,23.6290 E,637,1996,1996
YU,A330,35.2758 N,23.6252 E,564,1996,1996
YU,A410,35.3841 N,23.5793 E,488,1996,1996
YU,A420,35.3820 N,23.5836 E,560,1996,1996
YU,A430,35.3797 N,23.5795 E,506,1996,1996
YU,A510,35.4566 N,23.6664 E,290,1996,1996
YU,A520,35.4537 N,23.6693 E,265,1996,1996
YU,A530,35.4532 N,23.6646 E,286,1996,1996
YU,A610,35.3637 N,23.7009 E,524,1996,1996
YU,A620,35.3636 N,23.7064 E,576,1996,1996
YU,A630,35.3601 N,23.7028 E,504,1996,1996
YU,GA01,34.8424 N,24.0860 E,165,1999,1999
YU,GA02,34.8359 N,24.0858 E,220,1999,1999
YU,GB01,34.8481 N,24.0873 E,130,1999,1999
YU,GB02,34.8432 N,24.1002 E,120,1999,1999
YU,GB03,34.8306 N,24.0990 E,175,1999,1999
YU,GB04,34.8225 N,24.0886 E,230,1999,1999
YU,GB05,34.8336 N,24.0733 E,315,1999,1999
YU,GB06,34.8392 N,24.0692 E,330,1999,1999
YU,GB07,34.8467 N,24.0730 E,200,1999,1999
YU,GC01,34.8642 N,24.0984 E,60,1999,1999
YU,GC02,34.8184 N,24.1042 E,240,1999,1999
YU,GC03,34.8476 N,24.0545 E,313,1999,1999
YU,M001,35.1128 N,24.7658 E,190,2000,2001
YU,M002,35.1378 N,24.9466 E,654,2000,2001
YU,M003,35.1508 N,25.1390 E,536,2000,2001
YU,M004,35.1432 N,25.3266 E,362,2000,2001
YU,M005,35.0307 N,25.2924 E,240,2000,2001
YU,M006,35.0039 N,25.1580 E,328,2000,2001
YU,M007,34.9841 N,25.0186 E,426,2000,2001
YU,M008,34.9737 N,24.8003 E,232,2000,2001
YU,M023,35.1666 N,24.9935 E,650,2000,2001
YU,R01,35.2567 N,24.1740 E,745,2002,2002
YU,R02,35.2537 N,24.3045 E,583,2002,2002
YU,R03,35.2839 N,24.3728 E,284,2002,2002
YU,R04,35.2410 N,24.4597 E,300,2002,2002
YU,R05,35.1905 N,24.5660 E,615,2002,2002
YU,R06,35.2764 N,24.6041 E,457,2002,2002
YU,R07,35.2305 N,24.6523 E,385,2002,2002
YV,CBNM,21.1381 S,55.2960 E,521,2013,2015
YV,ETAN,21.2672 S,55.3526 E,30,2012,2015
YV,EURO,22.3440 S,40.3401 E,10,2011,2013
YV,GLOR,11.5824 S,47.2895 E,4,2011,2013
YV,JNOV,17.0543 S,42.7125 E,8,2011,2013
YV,MAID,21.0797 S,55.3831 E,2169,2012,2015
YV,MAYO,12.8456 S,45.1868 E,41,2011,2014
YV,POSS,20.9363 S,55.3263 E,47,2013,2015
YV,RR01,20.0069 S,55.4230 E,-4298,2012,2013
YV,RR02,20.3392 S,54.4984 E,-4436,2012,2012
YV,RR03,21.3732 S,54.1294 E,-4340,2012,2013
YV,RR04,22.2553 S,55.3846 E,-4168,2012,2012
YV,RR05,21.6626 S,56.6676 E,-4092,2012,2013
YV,RR06,20.6550 S,56.7639 E,-4216,2012,2013
YV,RR07,20.1945 S,59.4058 E,-4370,2012,2013
YV,RR08,19.9259 S,61.2907 E,-4190,2012,2013
YV,RR09,19.4924 S,64.4485 E,-2976,2012,2013
YV,RR10,19.6437 S,65.7558 E,-2310,2012,2013
YV,RR11,18.7784 S,65.4629 E,-3473,2012,2013
YV,RR12,18.9255 S,63.6474 E,-3185,2012,2013
YV,RR13,18.5427 S,60.5635 E,-4130,2012,2013
YV,RR14,17.8448 S,62.5299 E,-3420,2012,2013
YV,RR15,17.7402 S,58.3330 E,-3959,2012,2012
YV,RR16,16.8976 S,56.5335 E,-4426,2012,2013
YV,RR17,19.0427 S,57.1322 E,-2205,2012,2013
YV,RR18,18.7504 S,54.8878 E,-4743,2012,2013
YV,RR19,19.8500 S,53.3805 E,-4901,2012,2013
YV,RR20,18.4774 S,51.4600 E,-4820,2012,2013
YV,RR21,20.4217 S,50.5599 E,-4782,2012,2013
YV,RR22,21.3007 S,52.4994 E,-4920,2012,2013
YV,RR23,22.3290 S,50.4487 E,-4893,2012,2013
YV,RR24,25.6805 S,54.4881 E,-5074,2012,2013
YV,RR25,23.2662 S,56.7249 E,-4759,2012,2013
YV,RR26,23.2293 S,54.4698 E,-4259,2012,2013
YV,RR27,21.9657 S,54.2889 E,-4277,2012,2013
YV,RR28,22.7152 S,53.1595 E,-4550,2012,2013
YV,RR29,24.9657 S,51.7488 E,-4829,2012,2013
YV,RR30,26.4861 S,49.8917 E,-5140,2012,2013
YV,RR31,28.7648 S,48.1394 E,-2709,2012,2013
YV,RR32,30.2903 S,49.5555 E,-4670,2012,2013
YV,RR33,31.1170 S,50.6835 E,-4904,2012,2013
YV,RR34,32.0783 S,52.2114 E,-4265,2012,2013
YV,RR35,32.9694 S,54.1473 E,-4214,2012,2013
YV,RR36,33.7018 S,55.9578 E,-3560,2012,2013
YV,RR37,31.7010 S,57.8876 E,-4036,2012,2013
YV,RR38,30.5650 S,59.6858 E,-4560,2012,2013
YV,RR39,29.0165 S,60.9755 E,-4700,2012,2013
YV,RR40,28.1461 S,63.3020 E,-4780,2012,2013
YV,RR41,27.7330 S,65.3344 E,-5430,2012,2013
YV,RR42,27.6192 S,65.4376 E,-4771,2012,2013
YV,RR43,27.5338 S,65.5826 E,-4264,2012,2013
YV,RR44,27.5324 S,65.7481 E,-4548,2012,2013
YV,RR45,27.6581 S,65.6019 E,-2822,2012,2013
YV,RR46,27.7909 S,65.5835 E,-3640,2012,2013
YV,RR47,27.6958 S,65.7553 E,-4582,2012,2013
YV,RR48,27.5792 S,65.9430 E,-4830,2012,2013
YV,RR49,26.2741 S,68.5354 E,-4444,2012,2013
YV,RR50,25.5182 S,70.0222 E,-4118,2012,2013
YV,RR51,22.9989 S,69.1911 E,-3463,2012,2013
YV,RR52,20.4723 S,68.1094 E,-2918,2012,2013
YV,RR53,20.1213 S,64.9664 E,-2940,2012,2013
YV,RR54,20.6424 S,63.5082 E,-3375,2012,2013
YV,RR55,21.4417 S,61.4959 E,-4462,2012,2013
YV,RR56,21.9694 S,59.5853 E,-4230,2012,2013
YV,RR57,24.7264 S,58.0496 E,-5200,2012,2013
YV,RUM1,22.8022 S,47.7175 E,45,2012,2014
YV,RUM2,22.1367 S,48.0022 E,11,2012,2014
YV,RUM3,23.7988 S,47.5459 E,8,2012,2014
YV,RUM4,24.2767 S,47.3157 E,15,2012,2014
YV,RUM5,24.7852 S,47.0851 E,21,2012,2014
YV,RUN01,20.9009 S,55.4835 E,112,2011,2016
YV,SALA,21.0354 S,55.5322 E,662,2013,2015
YV,SGIL,21.0774 S,55.2304 E,11,2012,2015
YV,STPHI,21.3620 S,55.7644 E,36,2012,2015
YV,STPI,21.3398 S,55.4915 E,81,2012,2015
YV,TROM,15.8885 S,54.5218 E,6,2011,2013
YV,VINC,21.3684 S,55.6729 E,179,2012,2015
YW,ARGT,45.4940 N,6.3134 E,414,2017,2018
YW,DURI,45.4210 N,6.2911 E,643,2017,2018
YW,EPIR,45.4544 N,6.2961 E,381,2017,2018
YW,LONG,45.4179 N,6.3642 E,1598,2017,2018
YW,PERR,45.3789 N,6.3494 E,1323,2017,2018
YX,ACHT,38.2061 N,22.0758 E,350,2002,2002
YX,AKRT,38.1680 N,22.3200 E,211,2002,2002
YX,ALIT,38.2576 N,22.1114 E,41,2002,2002
YX,AMIT,38.4222 N,22.2308 E,903,2002,2002
YX,ARAT,38.2619 N,21.9781 E,531,2002,2002
YX,ATHT,38.2420 N,22.0800 E,55,2002,2002
YX,DIAT,38.1888 N,22.2066 E,53,2002,2002
YX,DIMT,38.2489 N,22.0473 E,123,2002,2002
YX,ELAT,38.3840 N,22.1090 E,362,2002,2002
YX,ELET,38.1965 N,22.1667 E,65,2002,2002
YX,EPLT,38.4133 N,21.9279 E,226,2002,2002
YX,ERAT,38.3533 N,22.2378 E,42,2002,2002
YX,FILT,38.4493 N,21.9656 E,605,2002,2002
YX,IOAT,38.3459 N,22.2729 E,58,2002,2002
YX,KALT,38.3907 N,22.1397 E,792,2002,2002
YX,KAMT,38.3203 N,21.9736 E,32,2002,2002
YX,KBOT,38.4541 N,22.0034 E,671,2002,2002
YX,KERT,38.2020 N,22.1193 E,311,2002,2002
YX,KLIT,38.4128 N,21.9760 E,453,2002,2002
YX,KOUT,38.2219 N,22.0371 E,378,2002,2002
YX,LAKT,38.2301 N,21.9887 E,637,2002,2002
YX,LOFT,38.1271 N,22.2128 E,734,2002,2002
YX,LOGT,38.2919 N,22.0071 E,124,2002,2002
YX,MAKT,38.4331 N,22.1248 E,709,2002,2002
YX,MAMT,38.1512 N,22.1424 E,736,2002,2002
YX,MART,38.4006 N,22.0092 E,104,2002,2002
YX,NERT,38.2708 N,22.0204 E,147,2002,2002
YX,NIKT,38.3589 N,22.1414 E,64,2002,2002
YX,PART,38.1913 N,21.9890 E,605,2002,2002
YX,PITT,38.2600 N,21.8180 E,658,2002,2002
YX,PSAT,38.3332 N,22.1751 E,117,2002,2002
YX,RODT,38.3229 N,21.8971 E,124,2002,2002
YX,SERT,38.4126 N,22.0613 E,493,2002,2002
YX,TAXT,38.1741 N,22.0399 E,269,2002,2002
YX,TEMT,38.2311 N,22.1179 E,56,2002,2002
YX,TOLT,38.3749 N,22.2101 E,164,2002,2002
YX,TRIT,38.3881 N,22.0851 E,129,2002,2002
YX,ZIRT,38.3274 N,21.9395 E,38,2002,2002
YZ,AGH,38.2953 N,46.4258 E,1975,2004,2004
YZ,AIR,38.1225 N,46.2422 E,1387,2004,2004
YZ,ALV,37.9812 N,46.7442 E,1787,2004,2004
YZ,AM3,38.0640 N,46.2893 E,1417,2004,2004
YZ,AMA,38.2383 N,46.1567 E,1520,2004,2004
YZ,AMB,37.8897 N,46.6830 E,2055,2004,2004
YZ,AMM,38.1128 N,46.5820 E,1547,2004,2004
YZ,ANA,37.9283 N,46.2550 E,1803,2004,2004
YZ,BAB,38.1545 N,46.3160 E,1423,2004,2004
YZ,BAR,38.0650 N,46.3753 E,1493,2004,2004
YZ,BEI,37.8905 N,46.4690 E,2008,2004,2004
YZ,CHA,38.1292 N,46.6798 E,1569,2004,2004
YZ,DOR,38.0537 N,46.3657 E,1566,2004,2004
YZ,EDA,38.0862 N,46.2400 E,1374,2004,2004
YZ,ESM,38.0197 N,46.3063 E,1576,2004,2004
YZ,HAJ,37.9722 N,46.4825 E,1821,2004,2004
YZ,KAN,37.9375 N,46.6140 E,2082,2004,2004
YZ,KSH,38.1043 N,46.2822 E,1331,2004,2004
YZ,MAD,38.0520 N,46.3398 E,1549,2004,2004
YZ,MAT,37.8445 N,46.5490 E,2102,2004,2004
YZ,MIA,37.8122 N,46.6717 E,1980,2004,2004
YZ,NLB,38.0630 N,46.2563 E,1383,2004,2004
YZ,ONE,38.1007 N,46.3270 E,1753,2004,2004
YZ,ONS,37.8140 N,46.3087 E,2354,2004,2004
YZ,OST,38.0792 N,46.2973 E,1405,2004,2004
YZ,PAK,38.1252 N,46.4250 E,1524,2004,2004
YZ,SAH,37.9323 N,46.1207 E,1590,2004,2004
YZ,SEF,38.2932 N,46.3353 E,1631,2004,2004
YZ,SHA,37.9793 N,46.3523 E,1711,2004,2004
YZ,SHI,38.1978 N,46.2852 E,1418,2004,2004
YZ,SKA,38.0200 N,46.5738 E,1710,2004,2004
YZ,SKD,37.8658 N,46.2173 E,1844,2004,2004
YZ,SOL,38.1590 N,46.4838 E,1522,2004,2004
YZ,T12,38.0346 N,46.2972 E,1506,2004,2004
YZ,TOY,38.0744 N,46.5054 E,1566,2004,2004
YZ,TRK,38.0686 N,46.6921 E,1674,2004,2004
YZ,UNI,38.0566 N,46.3266 E,1480,2004,2004
YZ,VAN,37.9935 N,46.1765 E,1563,2004,2004
YZ,VNR,38.1163 N,46.4041 E,1481,2004,2004
YZ,YBD,37.9216 N,46.6755 E,1953,2004,2004
YZ,ZAB,38.1805 N,46.1669 E,1402,2004,2004
Z2,HM01,51.6709 N,7.7362 E,51,2006,2007
Z2,HM02,51.6555 N,7.7409 E,54,2006,2007
Z2,HM03,51.6638 N,7.7465 E,59,2006,2007
Z2,HM04,51.6597 N,7.7372 E,55,2006,2007
Z2,HM05,51.6574 N,7.7419 E,53,2006,2007
Z2,HM06,51.6584 N,7.7499 E,51,2006,2007
Z2,HM07,51.6557 N,7.7396 E,55,2006,2007
Z2,HM08,51.6550 N,7.7447 E,50,2006,2007
Z2,HM09,51.6548 N,7.7544 E,52,2006,2007
Z2,HM10,51.6518 N,7.7326 E,56,2006,2006
Z2,HM11,51.6520 N,7.7467 E,56,2006,2007
Z2,HM12,51.6472 N,7.7515 E,61,2006,2007
Z2,HM13,51.6441 N,7.7298 E,58,2006,2007
Z2,HM14,51.6466 N,7.7407 E,60,2006,2007
Z2,HM20,51.6518 N,7.7326 E,56,2006,2007
Z2,HMES,51.6593 N,7.7273 E,57,2006,2007
Z3,A001A,48.7287 N,16.5904 E,337,2015,
Z3,A002A,48.3175 N,16.6152 E,162,2015,2016
Z3,A002B,48.3629 N,16.5942 E,187,2016,
Z3,A003A,47.7589 N,17.0530 E,116,2015,
Z3,A004A,47.9629 N,16.3971 E,188,2015,
Z3,A005A,48.3784 N,16.1207 E,176,2015,2016
Z3,A005B,48.3719 N,16.2054 E,174,2016,
Z3,A006A,48.7404 N,16.0203 E,230,2015,
Z3,A007A,48.7162 N,15.5288 E,484,2015,
Z3,A008A,48.3687 N,15.6522 E,242,2015,
Z3,A009A,47.6775 N,16.0904 E,469,2015,
Z3,A010A,47.0733 N,16.0793 E,266,2015,
Z3,A011A,47.3908 N,16.0077 E,507,2015,2016
Z3,A011B,47.4086 N,15.9587 E,556,2016,
Z3,A012A,47.6040 N,15.5860 E,1280,2015,
Z3,A013A,48.0635 N,15.4063 E,530,2015,
Z3,A014A,48.3483 N,15.1619 E,773,2015,
Z3,A015A,48.9334 N,14.9936 E,500,2015,2020
Z3,A016A,48.3014 N,14.6496 E,565,2015,
Z3,A017A,47.9480 N,14.7589 E,589,2015,
Z3,A018A,47.7437 N,15.0776 E,748,2015,
Z3,A019A,47.4457 N,15.0856 E,1125,2015,
Z3,A020A,46.9484 N,15.2994 E,390,2015,
Z3,A021A,46.7566 N,15.8253 E,265,2015,
Z3,A022A,48.6348 N,14.7326 E,777,2015,2020
Z3,A023A,48.4608 N,14.0707 E,587,2015,2020
Z3,A024A,48.2131 N,14.1367 E,303,2015,2016
Z3,A024B,48.1002 N,14.1399 E,381,2016,
Z3,A025A,47.5207 N,14.4165 E,794,2015,2020
Z3,A026A,46.9332 N,14.5516 E,800,2015,2020
Z3,A027A,46.8159 N,14.0074 E,1217,2015,2020
Z3,A028A,47.1030 N,13.9958 E,1105,2015,2020
Z3,A029A,47.4301 N,13.7610 E,992,2015,2020
Z3,A030A,47.8277 N,13.5612 E,640,2015,2020
Z3,A031A,48.4272 N,13.4975 E,366,2015,2020
Z3,A032A,48.1230 N,13.3063 E,608,2015,2020
Z3,A033A,47.4797 N,13.1260 E,827,2015,2020
Z3,A034A,46.9091 N,13.0788 E,1050,2015,2016
Z3,A034A,46.9113 N,13.0779 E,952,2016,2020
Z3,A035A,47.1968 N,12.7209 E,1652,2015,2020
Z3,A036A,47.3789 N,12.3084 E,1020,2015,2020
Z3,A037A,47.0703 N,10.2643 E,2020,2015,2020
Z3,A038A,47.4642 N,11.9188 E,578,2016,
Z3,A050A,44.4818 N,16.5313 E,934,2015,2020
Z3,A051A,45.0125 N,16.9069 E,862,2015,2020
Z3,A052A,45.1026 N,17.5139 E,139,2015,2020
Z3,A060A,47.0305 N,7.8904 E,1112,2015,2017
Z3,A060B,46.9930 N,7.9776 E,1049,2017,
Z3,A061A,47.0984 N,8.9252 E,914,2015,2020
Z3,A062A,46.1808 N,9.1126 E,1733,2015,2020
Z3,A071A,49.7419 N,12.6911 E,502,2015,
Z3,A072A,49.4683 N,13.1735 E,495,2015,
Z3,A073A,49.9916 N,13.2331 E,407,2015,
Z3,A074A,49.6715 N,13.5309 E,385,2015,
Z3,A075A,50.0377 N,13.8737 E,285,2015,
Z3,A076A,49.6168 N,14.1494 E,532,2015,
Z3,A077A,49.2705 N,14.0739 E,370,2015,
Z3,A078A,48.8640 N,14.2845 E,1060,2015,
Z3,A079A,49.2288 N,14.7074 E,438,2015,
Z3,A080A,49.6840 N,14.9288 E,502,2015,
Z3,A081A,50.0752 N,15.0341 E,228,2015,
Z3,A082A,50.0610 N,15.6502 E,220,2015,
Z3,A083A,49.6959 N,15.6077 E,573,2015,
Z3,A084A,48.9434 N,15.7007 E,403,2015,
Z3,A085A,49.4392 N,16.1962 E,458,2015,
Z3,A086A,49.8528 N,16.1457 E,391,2015,
Z3,A087A,49.7049 N,16.8893 E,430,2015,
Z3,A088A,49.4303 N,17.2911 E,211,2015,
Z3,A089A,49.1521 N,17.0920 E,263,2015,
Z3,A090A,49.3655 N,17.8278 E,659,2015,
Z3,A100A,48.4530 N,8.9261 E,508,2015,
Z3,A101A,48.1182 N,8.5502 E,741,2015,2016
Z3,A101B,48.1182 N,8.5502 E,741,2016,
Z3,A102A,48.1400 N,9.1993 E,684,2015,
Z3,A103A,47.8102 N,9.5221 E,547,2015,
Z3,A103B,47.8102 N,9.5222 E,547,2016,
Z3,A104A,48.0628 N,9.7103 E,575,2015,
Z3,A104B,48.0757 N,9.7032 E,588,2016,
Z3,A105A,47.4070 N,10.2934 E,890,2015,
Z3,A106A,48.7533 N,9.7218 E,471,2015,2016
Z3,A106B,48.7534 N,9.7219 E,468,2016,
Z3,A107A,48.0311 N,10.2272 E,684,2015,2016
Z3,A107B,48.0312 N,10.2329 E,648,2015,2016
Z3,A107C,48.0194 N,10.1998 E,667,2016,
Z3,A108A,48.3477 N,9.8311 E,564,2015,
Z3,A109A,48.4438 N,9.4586 E,665,2015,
Z3,A110A,49.7770 N,8.7290 E,0,2015,2020
Z3,A111A,49.8478 N,10.2132 E,249,2015,2020
Z3,A112A,49.6499 N,7.9086 E,434,2015,2020
Z3,A113A,49.5460 N,8.7296 E,359,2015,2020
Z3,A114A,49.5901 N,9.1824 E,466,2015,2020
Z3,A115A,49.2740 N,9.0524 E,277,2015,2020
Z3,A116A,49.3980 N,9.4833 E,323,2015,2020
Z3,A117A,49.0441 N,9.5684 E,494,2015,2020
Z3,A118A,49.3542 N,9.9699 E,453,2015,2016
Z3,A118B,49.3447 N,9.9744 E,461,2016,2020
Z3,A119A,49.0071 N,10.0384 E,562,2015,2020
Z3,A121A,47.8354 N,7.7258 E,399,2016,
Z3,A122A,48.2785 N,7.8678 E,282,2016,
Z3,A123A,48.6115 N,7.8910 E,136,2016,
Z3,A124A,48.6539 N,8.4941 E,841,2016,
Z3,A125A,48.9743 N,8.6837 E,310,2016,
