Net,Sta,Lat,Lon,Elev,Start,End
7E,PJ43,51.5023 N,20.1832 E,167,2006,2008
7E,PJ44,51.7355 N,20.9964 E,147,2006,2008
7E,PJ45,52.0432 N,21.9106 E,156,2006,2008
7E,PJ46,52.3817 N,22.8289 E,114,2006,2008
7E,PN01,50.1154 N,11.3818 E,370,2006,2008
7E,PN03,50.7736 N,12.3669 E,0,2006,2006
7E,PN06,50.9814 N,12.5216 E,0,2006,2006
7E,PN09,51.2510 N,13.3990 E,0,2006,2008
7E,PN11,51.2499 N,14.0061 E,220,2006,2008
7E,PN13,51.6588 N,14.4604 E,0,2006,2007
7E,PN13A,51.6705 N,14.4507 E,0,2007,2008
7E,PN41,51.9417 N,15.1215 E,79,2006,2008
7E,PN42,52.1413 N,15.6302 E,132,2006,2006
7E,PN42,52.1417 N,15.6283 E,120,2006,2007
7E,PN42,52.1415 N,15.6301 E,138,2007,2008
7E,PN42,52.1413 N,15.6302 E,120,2008,2008
7E,PN43,52.4581 N,16.4361 E,89,2006,2008
7E,PN44,52.6603 N,17.0552 E,91,2006,2008
7E,PN45,53.0146 N,17.8370 E,64,2006,2008
7E,PN46,53.2770 N,18.3926 E,77,2006,2008
7E,PN47,53.4519 N,19.0899 E,62,2006,2008
7E,PN48,53.7092 N,19.6750 E,100,2006,2008
7E,PN49,53.9103 N,20.4865 E,131,2006,2008
7E,PN50,54.1028 N,21.1738 E,177,2007,2008
7E,PN81,54.7547 N,23.0052 E,40,2006,2007
7E,PN82,54.9508 N,23.6694 E,85,2006,2007
7E,PN83,55.1474 N,24.4850 E,81,2006,2007
7E,PN84,55.3099 N,25.3485 E,162,2006,2007
7E,PP02,51.0432 N,12.0306 E,0,2006,2006
7E,PP03,51.1696 N,12.0930 E,0,2006,2006
7E,PP04,51.2548 N,12.6450 E,0,2006,2006
7E,PP05,51.5852 N,12.4855 E,0,2006,2007
7E,PP06,51.5792 N,12.8558 E,0,2006,2007
7E,PP08,51.8813 N,13.2431 E,0,2006,2008
7E,PP10,52.2076 N,14.1237 E,0,2006,2008
7E,PP41,52.4014 N,14.8756 E,67,2006,2008
7E,PP42,52.7665 N,15.7854 E,25,2006,2006
7E,PP42,52.7665 N,15.7854 E,250,2006,2008
7E,PP43,53.0584 N,16.3906 E,85,2006,2008
7E,PP44,53.6082 N,17.9169 E,100,2006,2008
7E,PP45,53.7445 N,18.5186 E,90,2006,2008
7E,PP46,53.9930 N,19.2812 E,44,2006,2008
7E,PP47,54.2879 N,20.0599 E,108,2006,2008
7E,PP81,55.1496 N,22.6523 E,31,2006,2007
7E,PP82,55.3525 N,23.5543 E,100,2006,2008
7E,PP83,55.6155 N,24.1015 E,40,2006,2008
7E,PP84,55.8217 N,24.7507 E,69,2006,2008
7E,PQ01,51.3685 N,10.8466 E,117,2006,2008
7E,PQ05,52.0700 N,12.7686 E,0,2006,2007
7E,PQ11,52.6621 N,14.1982 E,3,2006,2008
7E,PQ46,52.8270 N,14.7348 E,51,2006,2008
7E,PQ47,53.1973 N,15.5412 E,78,2006,2008
7E,PQ47A,53.1973 N,15.5412 E,95,2007,2008
7E,PQ48,53.6051 N,16.3349 E,177,2006,2008
7E,PQ49,53.8390 N,17.2479 E,131,2006,2008
7E,PQ50,54.1781 N,18.1912 E,200,2006,2008
7E,PQ81,55.5111 N,21.9334 E,99,2006,2007
7E,PQ82,55.7658 N,23.4980 E,150,2006,2007
7E,PR03,51.5962 N,11.9545 E,244,2006,2008
7E,PR04,52.4100 N,12.9700 E,0,2006,2008
7E,PR04A,52.4100 N,12.9700 E,0,2008,2008
7E,PR07,52.1554 N,13.4845 E,0,2006,2008
7E,PR09,52.5512 N,14.0179 E,0,2006,2008
7E,PR41,52.7604 N,14.4312 E,35,2006,2008
7E,PR42,53.0166 N,15.0145 E,76,2006,2008
7E,PR44,53.4109 N,15.9458 E,90,2006,2008
7E,PR45,53.7112 N,16.8493 E,135,2006,2008
7E,PR46,54.0194 N,17.7060 E,162,2007,2008
7E,PR81,55.6588 N,22.8915 E,150,2006,2008
7E,PR82,56.0482 N,24.1764 E,40,2006,2008
7E,PT81,55.8361 N,22.2079 E,160,2006,2007
7E,PX01,53.5200 N,8.8100 E,0,2006,2008
7E,REU2,50.8311 N,12.1950 E,0,2006,2006
7E,ROC,50.2513 N,13.7709 E,0,2006,2008
7E,SCH2,50.6758 N,12.4072 E,0,2006,2006
7E,SLA,50.2325 N,14.0831 E,0,2006,2008
7E,WDRB,50.7274 N,12.4149 E,0,2006,2007
7E,WEBG,51.0000 N,12.7700 E,0,2006,2008
7E,ZVI,49.4392 N,14.1928 E,373,2006,2008
7G,BB01,1.0400 N,127.4133 E,5,2016,2018
7G,BB02,1.1600 N,127.4488 E,83,2016,2018
7G,BB03,1.0036 N,127.6427 E,22,2016,2018
7G,BB04,0.9140 N,127.5150 E,31,2016,2018
7G,BB05,1.1866 N,127.8942 E,18,2016,2018
7G,BB06,0.8894 N,127.3291 E,31,2016,2018
7G,SP01,0.8284 N,127.3817 E,29,2016,2018
7G,SP02,0.8127 N,127.3799 E,0,2016,2018
7G,SP03,1.0539 N,127.4476 E,43,2016,2018
7G,SP04,1.0614 N,127.4666 E,20,2016,2018
7G,SP05,1.0841 N,127.4699 E,24,2016,2018
7G,SP06,1.1164 N,127.4818 E,26,2016,2018
7G,SP07,1.1420 N,127.4682 E,10,2016,2018
7G,SP08,1.0806 N,127.4785 E,11,2016,2018
7G,SP09,1.1511 N,127.4339 E,19,2016,2018
7G,SP10,1.1468 N,127.4921 E,39,2016,2018
7G,SP11,1.1015 N,127.4671 E,7,2016,2018
7G,SP12,1.1098 N,127.4275 E,26,2016,2018
7G,SP13,1.0902 N,127.4141 E,124,2016,2018
7G,SP14,1.0515 N,127.4276 E,32,2016,2018
7G,SP15,1.0614 N,127.4989 E,8,2016,2018
7G,SP16,1.0714 N,127.5028 E,31,2016,2018
7G,SP17,1.0144 N,127.5160 E,172,2016,2018
7G,SP18,1.0124 N,127.4902 E,24,2016,2018
7G,SP19,1.0078 N,127.4768 E,16,2016,2018
7G,SP20,1.1005 N,127.4899 E,27,2016,2018
7G,SP21,0.9751 N,127.5148 E,71,2016,2018
7G,SP22,0.9880 N,127.5182 E,111,2016,2018
7G,SP23,1.0414 N,127.4134 E,27,2016,2018
7G,SP24,1.1094 N,127.4492 E,24,2016,2018
7G,SP25,1.1327 N,127.4806 E,27,2016,2018
7G,SP26,0.7720 N,127.3668 E,63,2016,2018
7G,SP27,1.0533 N,127.4082 E,11,2016,2018
7G,SP28,0.9094 N,127.3148 E,44,2016,2018
7G,SP29,1.0889 N,127.4199 E,208,2016,2018
7H,CHOU,44.7896 N,5.5463 E,1800,2010,2020
7H,COB,45.2649 N,6.3962 E,830,2013,2020
7H,PBOU,46.3528 N,7.1782 E,1444,2011,2020
8A,PW01,41.6726 N,8.7884 W,99,2010,2011
8A,PW01,41.6726 N,8.7884 W,110,2012,2012
8A,PW02,41.4482 N,8.4595 W,160,2010,2012
8A,PW03,41.6880 N,7.4962 W,526,2010,2012
8A,PW04,41.5548 N,7.1830 W,247,2010,2012
8A,PW05,41.4208 N,6.4807 W,651,2010,2012
8A,PW06,40.9958 N,8.2701 W,350,2011,2012
8A,PW07,40.9447 N,7.4988 W,900,2010,2012
8A,PW08,40.6647 N,6.9899 W,748,2010,2012
8A,PW09,40.6701 N,8.5341 W,78,2010,2012
8A,PW11,40.5669 N,8.1782 W,792,2010,2012
8A,PW12,40.1971 N,8.8626 W,444,2010,2011
8A,PW13,39.7665 N,8.9167 W,80,2010,2012
8A,PW14,39.6180 N,8.4106 W,105,2010,2012
8A,PW15,39.8389 N,7.4789 W,390,2010,2012
8A,PW16,39.7682 N,7.0729 W,302,2010,2012
8A,PW17,39.3500 N,9.2866 W,95,2010,2011
8A,PW18,39.4583 N,7.8858 W,227,2010,2012
8A,PW19,38.8528 N,8.4990 W,108,2010,2012
8A,PW20,38.5326 N,8.3563 W,272,2010,2012
8A,PW22,39.5142 N,8.7953 W,510,2012,2012
8F,AF01,21.2335 S,69.9188 W,842,2010,2012
8F,AF02,21.1057 S,69.9211 W,944,2010,2012
8F,AF03,21.1605 S,70.0427 W,734,2010,2012
8F,AF04,21.2578 S,70.0132 W,909,2010,2012
8F,AF05,21.1984 S,69.9602 W,669,2010,2012
8F,AF06,21.1142 S,70.0741 W,626,2010,2012
8F,AF07,21.0019 S,70.0232 W,247,2010,2012
8F,AF08,21.1836 S,69.8318 W,897,2010,2012
8F,AF09,21.0394 S,69.9520 W,888,2010,2012
8F,AF10,20.9816 S,69.9377 W,732,2010,2012
8F,WF01,22.1768 S,69.7555 W,1716,2005,2006
8F,WF02,21.8199 S,69.6467 W,1284,2005,2006
8F,WF03,21.3195 S,69.8968 W,1017,2005,2006
8F,WF04,20.9337 S,69.0161 W,2513,2005,2012
8F,WF05,20.9333 S,68.8701 W,3617,2005,2012
8F,WF06,20.8959 S,68.8279 W,4272,2005,2006
8F,WF07,20.9240 S,68.7217 W,4666,2005,2012
8F,WF08,20.7961 S,68.8993 W,3846,2005,2008
8F,WF09,20.9890 S,68.8299 W,4351,2005,2005
8F,WF10,21.0841 S,68.8610 W,3520,2005,2006
8F,WF11,21.0619 S,69.4839 W,881,2005,2006
8F,WF15,21.0432 S,69.4874 W,899,2006,2006
8F,WF17,20.6532 S,69.1192 W,2073,2006,2012
8F,WF18,20.7118 S,68.9228 W,3736,2006,2012
8F,WF19,20.8430 S,68.7473 W,4273,2006,2007
8F,WF20,20.7467 S,68.7762 W,4376,2006,2009
8F,WF21,21.0285 S,68.8001 W,4380,2006,2006
8F,WF22,21.0288 S,68.7613 W,4595,2006,2008
8F,WF23,20.6091 S,68.7961 W,4175,2006,2012
8F,WF24,20.8076 S,69.0807 W,2816,2006,2012
8F,WF25,20.8202 S,68.7287 W,4182,2007,2012
8F,WF26,21.2068 S,69.1814 W,1669,2008,2009
8F,WF27,20.4452 S,69.4720 W,1014,2010,2012
8F,WF28,20.3871 S,68.9807 W,4156,2010,2012
8F,WF29,21.2193 S,68.7703 W,4386,2010,2012
9A,CVBR1,14.8804 N,24.6979 W,473,2007,2008
9A,CVBR2,14.8493 N,24.7215 W,622,2007,2008
9A,CVBV1,16.1739 N,22.9142 W,17,2007,2008
9A,CVBV2,16.1376 N,22.8745 W,47,2007,2008
9A,CVBV4,16.0818 N,22.8148 W,74,2007,2008
9A,CVBV5,16.0028 N,22.7777 W,39,2007,2008
9A,CVBV6,16.1640 N,22.7128 W,37,2007,2008
9A,CVFG1,14.8981 N,24.4886 W,201,2007,2008
9A,CVFG2,15.0135 N,24.4262 W,243,2007,2008
9A,CVFG3,15.0450 N,24.3434 W,25,2007,2008
9A,CVFG4,14.8876 N,24.2931 W,323,2007,2008
9A,CVFG5,14.8898 N,24.4072 W,929,2007,2008
9A,CVMA1,15.2288 N,23.2110 W,20,2007,2008
9A,CVMA2,15.1347 N,23.1612 W,56,2007,2008
9A,CVMA3,15.1441 N,23.1216 W,29,2007,2008
9A,CVMA4,15.2699 N,23.1733 W,35,2007,2008
9A,CVSA1,17.1328 N,25.0427 W,301,2007,2008
9A,CVSA2,17.2023 N,25.0928 W,29,2007,2008
9A,CVSA3,17.1647 N,25.0973 W,117,2007,2008
9A,CVSA4,17.1062 N,25.2434 W,314,2007,2008
9A,CVSA5,17.0208 N,25.1670 W,370,2007,2008
9A,CVSA6,16.9569 N,25.3100 W,23,2007,2008
9A,CVSL1,16.6008 N,22.8977 W,19,2007,2008
9A,CVSL2,16.7091 N,22.9402 W,38,2007,2008
9A,CVSL3,16.7633 N,22.8944 W,23,2007,2008
9A,CVSL4,16.7578 N,22.9826 W,15,2007,2008
9A,CVSN1,16.6497 N,24.3205 W,251,2007,2008
9A,CVSN2,16.6219 N,24.3465 W,1058,2007,2008
9A,CVSN3,16.6199 N,24.2929 W,124,2007,2008
9A,CVSN4,16.6135 N,24.1318 W,57,2007,2008
9A,CVST1,15.0150 N,23.5251 W,206,2007,2008
9A,CVST2,15.0525 N,23.6041 W,333,2007,2008
9A,CVST3,15.0983 N,23.6659 W,569,2007,2008
9A,CVST4,15.2299 N,23.7426 W,32,2007,2008
9A,CVST5,15.1186 N,23.5200 W,49,2007,2008
9A,CVSV1,16.8864 N,24.9228 W,67,2007,2008
9A,CVSV2,16.8748 N,25.0198 W,35,2007,2008
9A,CVSV3,16.8518 N,25.0361 W,84,2007,2008
9A,CVSV4,16.8464 N,24.8741 W,24,2007,2008
AB,GANJ,40.6519 N,46.3297 E,560,2003,
AB,QZX,41.0480 N,45.3720 E,574,2010,
AB,ZKT,41.6400 N,46.6300 E,508,2009,
AC,KBN,40.6236 N,20.7874 E,800,2016,
AC,PUK,42.0426 N,19.8926 E,900,2009,
AC,SRN,39.8800 N,20.0005 E,20,2003,
AC,TPE,40.2947 N,20.0094 E,273,2012,2014
AC,VLO,40.4686 N,19.4955 E,80,2004,
AI,BELA,77.8750 S,34.6269 W,262,2009,
AI,ESPZ,63.3981 S,56.9964 W,31,2005,
AI,JUBA,62.2373 S,58.6627 W,16,2001,
AI,ORCD,60.7381 S,44.7361 W,20,1997,
AI,SMAI,68.1302 S,67.1059 W,9,2007,
AW,VNA1,70.6900 S,8.2760 W,55,2006,
AW,VNA2,70.9250 S,7.3930 W,442,2006,
AW,VNA3,71.2420 S,9.6660 W,566,2006,
AW,VNAA1,70.9240 S,7.3929 W,395,2006,
AW,VNAA2,70.9264 S,7.3878 W,389,2006,
AW,VNAA3,70.9262 S,7.3979 W,383,2006,
AW,VNAB1,70.9221 S,7.3862 W,386,2006,
AW,VNAB2,70.9266 S,7.3818 W,388,2006,
AW,VNAB3,70.9277 S,7.3927 W,383,2006,
AW,VNAB4,70.9266 S,7.4042 W,388,2006,
AW,VNAB5,70.9222 S,7.4001 W,394,2006,
AW,VNAC1,70.9177 S,7.3831 W,388,2006,
AW,VNAC2,70.9232 S,7.3683 W,389,2006,
AW,VNAC3,70.9302 S,7.3724 W,388,2006,
AW,VNAC4,70.9336 S,7.3917 W,380,2006,
AW,VNAC5,70.9309 S,7.4121 W,382,2006,
AW,VNAC6,70.9239 S,7.4182 W,388,2006,
AW,VNAC7,70.9180 S,7.4052 W,395,2006,
BA,PZUN,40.6458 N,15.8070 E,820,2008,
BE,BEBN,50.7970 N,5.6778 E,80,2005,
BE,BOST,51.2382 N,2.9387 E,3,2010,2014
BE,BOST,51.2382 N,2.9387 E,3,2014,
BE,MEM,50.6092 N,6.0067 E,250,2006,
BE,RCHB,50.1560 N,5.2280 E,191,2008,2015
BE,RCHB,50.1560 N,5.2280 E,191,2015,
BE,UCC,50.7972 N,4.3604 E,100,1998,
BN,EKB,55.3400 N,3.1800 W,356,1983,
BN,LLW,52.8492 N,3.6650 W,213,2010,
BN,LPW,52.1136 N,4.0681 W,152,1981,
BN,SBD,50.5653 N,4.6856 W,220,1983,
BN,WOL,51.3100 N,1.2200 W,0,1981,
BS,BLKB,43.6227 N,22.6750 E,650,2012,
BS,DOBAM,43.5811 N,27.8310 E,246,2012,
BS,ELND,42.9287 N,25.8751 E,334,2012,
BS,JMB,42.4670 N,26.5830 E,216,2004,
BS,KALB,43.4059 N,28.4162 E,121,2012,
BS,KOZAM,43.8274 N,23.2364 E,760,2012,
BS,KUBB,43.8024 N,26.4941 E,261,2012,
BS,LOZB,43.3701 N,26.5930 E,342,2012,
BS,MALO,43.3559 N,23.7402 E,370,2013,
BS,MNNAM,43.4111 N,23.2262 E,0,2012,
BS,PLVAM,43.9523 N,22.8502 E,880,2012,
BS,PLVB,43.3870 N,24.6207 E,199,2012,
BS,RAZAM,43.6451 N,25.1243 E,820,2012,
BS,RAZG,43.5662 N,26.5079 E,383,2012,
BS,RUSAM,43.8462 N,25.9612 E,0,2012,
BS,SHAB,43.5389 N,28.6057 E,430,2012,
BS,SILAM,44.1046 N,27.2665 E,840,2012,
BS,VETAM,43.0805 N,25.6367 E,224,2012,
BW,ALTM,48.9952 N,11.5199 E,430,2001,2007
BW,ALTM,48.9952 N,11.5199 E,430,2010,
BW,BE1,47.9108 N,11.2213 E,746,2011,2015
BW,BE1,47.9108 N,11.2213 E,746,2015,
BW,BE2,47.9226 N,11.2630 E,708,2011,2014
BW,BE3,47.8765 N,11.2836 E,630,2011,2014
BW,BE4,47.8627 N,11.2191 E,593,2011,2014
BW,BGLD,47.6524 N,13.0125 E,930,1999,2007
BW,BGLD,47.6524 N,13.0125 E,930,2007,
BW,DHFO,48.0127 N,11.6271 E,603,2009,2011
BW,DHFO,48.0127 N,11.6271 E,603,2011,2013
BW,FFB1,48.1629 N,11.2751 E,572,2015,
BW,FFB2,48.1644 N,11.2737 E,577,2015,
BW,FFB3,48.1649 N,11.2763 E,562,2015,
BW,FURT,48.1629 N,11.2752 E,565,2001,2005
BW,FURT,48.1629 N,11.2752 E,565,2006,2012
BW,FURT,48.1629 N,11.2752 E,565,2012,2013
BW,FURT,48.1629 N,11.2752 E,565,2013,2016
BW,HROE,50.5366 N,10.1573 E,569,2002,2005
BW,HROE,50.5366 N,10.1573 E,569,2006,
BW,KW1,48.1219 N,12.5972 E,514,2010,2015
BW,KW1,48.1219 N,12.5972 E,514,2015,
BW,KW2,48.0881 N,12.6275 E,511,2010,2013
BW,KW3,48.1025 N,12.6582 E,501,2011,2011
BW,KW3,48.1025 N,12.6582 E,501,2011,2013
BW,KW4,48.1126 N,12.6405 E,488,2011,2011
BW,KW4,48.1126 N,12.6405 E,488,2012,2013
BW,LAEN,50.1828 N,12.1859 E,675,2017,2017
BW,LAEN,50.1828 N,12.1859 E,675,2017,
BW,MANZ,49.9862 N,12.1083 E,635,2003,2005
BW,MANZ,49.9862 N,12.1083 E,635,2006,2015
BW,MANZ,49.9862 N,12.1083 E,635,2015,
BW,MASC,47.6970 N,13.0467 E,480,2009,2011
BW,MASC,47.6970 N,13.0467 E,480,2011,
BW,MGBB,49.9720 N,12.2150 E,650,2001,2006
BW,MGBB,49.9720 N,12.2150 E,650,2007,
BW,MGS04,47.9797 N,11.7188 E,615,2014,2016
BW,MGS04,47.9797 N,11.7188 E,615,2016,
BW,MHAI,50.0225 N,12.1762 E,550,2001,2008
BW,MHAI,50.0225 N,12.1762 E,550,2008,2009
BW,MKON,50.0186 N,12.2338 E,614,2009,
BW,MROB,50.0831 N,12.1786 E,570,2001,2006
BW,MROB,50.0831 N,12.1786 E,570,2006,
BW,MSBB,50.0314 N,11.9728 E,622,2001,2007
BW,MSBB,50.0314 N,11.9728 E,622,2007,
BW,MZEK,49.9626 N,11.9474 E,627,2001,2006
BW,MZEK,49.9626 N,11.9474 E,627,2008,
BW,NORI,48.7203 N,10.6250 E,480,2003,2005
BW,NORI,48.7203 N,10.6250 E,480,2005,2005
BW,NORI,48.7203 N,10.6250 E,480,2006,2009
BW,NORI,48.7203 N,10.6250 E,480,2009,
BW,NZC2,43.5764 S,172.6231 E,55,2007,
BW,NZG0,43.5764 S,172.6231 E,55,2007,
BW,OBER,47.4070 N,10.2934 E,0,2001,2005
BW,OBER,47.4070 N,10.2934 E,0,2006,2011
BW,OBER,47.4070 N,10.2934 E,0,2011,
BW,PART,47.4972 N,11.1131 E,760,2001,2007
BW,PART,47.4972 N,11.1131 E,760,2007,2011
BW,PART,47.4972 N,11.1131 E,760,2011,2012
BW,PART,47.4972 N,11.1131 E,760,2012,
BW,PFORL,33.6100 N,116.4500 W,1280,2010,2013
BW,PFORL,33.6100 N,116.4500 W,1280,2013,2013
BW,PFORL,33.6100 N,116.4500 W,1280,2013,
BW,RHAM,47.8040 N,12.7203 E,799,2001,2005
BW,RJOB,47.7372 N,12.7957 E,860,2001,2006
BW,RJOB,47.7372 N,12.7957 E,860,2006,2007
BW,RJOB,47.7372 N,12.7957 E,860,2007,2014
BW,RJOB,47.7372 N,12.7957 E,860,2014,2015
BW,RJOB,47.7372 N,12.7957 E,860,2015,
BW,RLAS,49.1460 N,12.8760 E,608,2007,2010
BW,RLAS,49.1460 N,12.8760 E,608,2010,
BW,RMOA,47.7617 N,12.8645 E,815,2001,2006
BW,RMOA,47.7617 N,12.8645 E,815,2006,2017
BW,RMOA,47.7617 N,12.8645 E,815,2017,
BW,RNHA,47.8057 N,12.8188 E,855,2001,2006
BW,RNHA,47.8057 N,12.8188 E,855,2006,2012
BW,RNON,47.7405 N,12.8671 E,555,2004,2006
BW,RNON,47.7405 N,12.8671 E,555,2006,2012
BW,RNON,47.7405 N,12.8671 E,555,2012,2017
BW,RNON,47.7405 N,12.8671 E,555,2017,
BW,ROTZ,49.7669 N,12.2070 E,430,2003,2005
BW,ROTZ,49.7669 N,12.2070 E,430,2005,2006
BW,ROTZ,49.7669 N,12.2070 E,430,2006,2015
BW,ROTZ,49.7669 N,12.2070 E,430,2015,
BW,RTAK,47.7599 N,12.8371 E,1200,2009,2009
BW,RTBE,47.7451 N,12.8241 E,1162,2001,2007
BW,RTBE,47.7451 N,12.8241 E,1162,2007,2008
BW,RTBE,47.7451 N,12.8241 E,1162,2008,2017
BW,RTBE,47.7451 N,12.8241 E,1162,2017,
BW,RTBM,47.7512 N,12.8360 E,1450,2009,2009
BW,RTEA,47.7349 N,12.7712 E,1180,2009,2009
BW,RTFA,47.7506 N,12.7711 E,730,2009,2009
BW,RTKA,47.7639 N,12.8475 E,980,2009,2009
BW,RTLI,47.7359 N,12.8340 E,653,2009,2009
BW,RTPA,47.7438 N,12.8522 E,780,2009,2009
BW,RTPI,47.7558 N,12.8938 E,623,2009,2009
BW,RTSA,47.7673 N,12.8424 E,1022,2009,2009
BW,RTSA,47.7683 N,12.8417 E,1066,2012,
BW,RTSH,47.7545 N,12.8499 E,1638,2004,2007
BW,RTSH,47.7545 N,12.8499 E,1638,2007,2010
BW,RTSH,47.7545 N,12.8499 E,1638,2010,
BW,RTSL,47.7613 N,12.8240 E,1062,2009,2009
BW,RTSP,47.7287 N,12.8272 E,760,2009,2009
BW,RTSW,47.7631 N,12.7877 E,900,2009,2009
BW,RTVS,47.7516 N,12.8665 E,1254,2008,2009
BW,RTZA,47.7481 N,12.8141 E,1400,2009,2009
BW,RWMO,47.7442 N,12.7299 E,763,2001,2006
BW,RWMO,47.7442 N,12.7299 E,763,2006,
BW,SCE,47.0384 N,11.7104 E,1777,1999,2012
BW,SCE,47.0378 N,11.7090 E,1730,2012,2013
BW,SCE,47.0378 N,11.7090 E,1730,2013,2015
BW,SCE,47.0378 N,11.7090 E,1730,2015,
BW,UH1,48.0815 N,11.6361 E,500,2010,2010
BW,UH1,48.0815 N,11.6361 E,500,2010,
BW,UH2,48.0579 N,11.6821 E,500,2009,2011
BW,UH2,48.0581 N,11.6822 E,500,2011,
BW,UH3,48.0305 N,11.6388 E,570,2010,2010
BW,UH3,48.0308 N,11.6388 E,570,2010,
BW,UH4,48.0323 N,11.5356 E,615,2010,2010
BW,UH4,48.0323 N,11.5356 E,615,2010,
BW,UH5,48.0258 N,11.5975 E,580,2013,
BW,UHE,48.0472 N,11.6526 E,552,2011,2011
BW,UHK,48.0383 N,11.6755 E,570,2010,2010
BW,UHL,48.0224 N,11.5521 E,620,2010,2010
BW,VIEL,50.1856 N,12.1028 E,670,2003,2005
BW,VIEL,50.1856 N,12.1028 E,670,2006,
BW,WETR,49.1450 N,12.8757 E,607,2010,2012
BW,WETR,49.1450 N,12.8757 E,607,2012,
BW,ZUGS,47.4163 N,10.9788 E,2650,2006,2017
BW,ZUGS,47.4163 N,10.9788 E,2650,2017,
C4,CERN1,46.2359 N,6.0548 E,356,2017,
C4,CERN5,46.3099 N,6.0761 E,418,2017,
C4,CERNS,46.2669 N,6.0662 E,463,2017,
CA,CADI,42.3402 N,1.8412 E,1207,2004,
CA,CBRU,42.2855 N,2.1803 E,1327,2000,2035
CA,COBS,40.7141 N,1.3573 E,0,2011,2035
CA,CSOR,42.3756 N,1.1339 E,1227,2000,2020
CA,CTRE,42.3242 N,0.7736 E,1318,2006,2035
CA,EBR,40.8202 N,0.4939 E,36,2016,
CA,FBR,41.4164 N,2.1250 E,405,2002,
CA,POBL,41.3793 N,1.0847 E,550,1985,
CH,ACB,47.5877 N,8.2547 E,468,1983,
CH,AIGLE,46.3416 N,6.9534 E,775,1998,
CH,BALST,47.3358 N,7.6950 E,863,2000,
CH,BERGE,47.8716 N,8.1780 E,963,2012,
CH,BERNI,46.4136 N,10.0231 E,2311,1998,
CH,BIBA,46.3025 N,7.9304 E,660,2009,
CH,BNALP,46.8703 N,8.4249 E,1549,1998,
CH,BOBI,47.5463 N,8.3398 E,570,2013,
CH,BOURR,47.3938 N,7.2302 E,843,1998,
CH,BRANT,46.9380 N,6.4730 E,1145,2002,
CH,DAGMA,47.2309 N,8.0125 E,560,2013,
CH,DAVOX,46.7805 N,9.8795 E,1830,2002,
CH,DIX,46.0811 N,7.4084 E,2370,1976,
CH,EMBD,46.2165 N,7.8322 E,1180,2009,
CH,EMING,47.8952 N,8.8468 E,619,2013,
CH,EMMET,47.4376 N,8.0136 E,740,2012,
CH,EMV,46.0632 N,6.8988 E,2130,1981,2012
CH,EWZT0,47.3668 N,8.4968 E,462,2009,
CH,FIESA,46.4352 N,8.1105 E,2340,2009,
CH,FLACH,47.5724 N,8.5679 E,412,2003,
CH,FUORN,46.6203 N,10.2636 E,2286,2000,
CH,FUSIO,46.4548 N,8.6629 E,1460,1999,
CH,GIMEL,46.5336 N,6.2655 E,1094,1999,
CH,GRIMS,46.5781 N,8.3189 E,1746,2011,
CH,GRYON,46.2505 N,7.1111 E,1300,2002,
CH,GUT,48.0707 N,9.1153 E,650,1997,2009
CH,HAMIK,47.2451 N,8.2706 E,677,2013,
CH,HASLI,46.7568 N,8.1512 E,1280,1999,
CH,LAUCH,46.4155 N,7.7717 E,2160,2010,
CH,LIENZ,47.2946 N,9.4927 E,1720,2004,
CH,LKBD,46.3870 N,7.6271 E,1550,1999,2017
CH,LKBD2,46.3746 N,7.6443 E,2128,2001,
CH,LLS,46.8468 N,9.0082 E,1860,1978,
CH,METMA,47.7122 N,8.2526 E,671,2013,
CH,MFSFA,46.5004 N,8.8080 E,427,2005,2011
CH,MFSFB,46.5055 N,8.8045 E,441,2006,2009
CH,MMK,46.0507 N,7.9641 E,2200,1981,
CH,MTI01,47.3791 N,7.1654 E,514,2014,
CH,MTI02,47.3793 N,7.1652 E,508,2014,
CH,MUGIO,45.9219 N,9.0417 E,830,2001,
CH,MUO,46.9676 N,8.6371 E,1920,1981,
CH,NALPS,46.5951 N,8.7483 E,2346,2011,
CH,1-Nov,46.3888 N,6.8138 E,465,2010,2013
CH,2-Nov,46.3718 N,6.8739 E,375,2010,2013
CH,3-Nov,46.4337 N,6.9403 E,1090,2010,2013
CH,4-Nov,46.4475 N,6.8598 E,380,2010,2013
CH,OTER1,47.5777 N,7.6037 E,252,2006,
CH,OTTER,47.5778 N,7.6038 E,298,2006,
CH,PANIX,46.8257 N,9.1117 E,1433,2011,
CH,PLONS,47.0492 N,9.3808 E,1022,2002,
CH,ROMAN,47.5643 N,9.3360 E,442,2015,
CH,ROTHE,47.4761 N,7.9209 E,681,2013,
CH,SAIG,46.3172 N,6.9666 E,415,2012,
CH,SAIRA,47.3027 N,7.0864 E,966,2011,
CH,SALAN,46.1441 N,6.9730 E,1885,2001,
CH,SALB,46.9422 N,8.2745 E,504,1997,2009
CH,SALS,47.2259 N,9.4864 E,483,1998,2012
CH,SALT,46.2173 N,7.3645 E,702,1992,2005
CH,SALTS,46.8820 N,8.6382 E,447,2012,
CH,SAPK,47.3305 N,9.4043 E,778,2015,
CH,SARD,46.7766 N,10.2049 E,1488,2015,
CH,SARE,47.5149 N,9.4302 E,414,2014,
CH,SARG,46.8992 N,8.2510 E,519,1992,
CH,SARK,46.8914 N,8.2432 E,472,2012,
